longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,households_per_capita
-118.04,33.88,17.0,4807.0,838.0,3059,853,6,297300.0,0.2788492971559333
-118.04,33.87,18.0,4626.0,822.0,2794,763,6,275100.0,0.27308518253400144
-118.04,33.87,17.0,2358.0,396.0,1387,364,6,285800.0,0.2624369142033165
-118.04,33.86,21.0,2870.0,437.0,1671,470,7,322700.0,0.2812687013764213
-118.04,33.85,24.0,2233.0,347.0,1162,355,6,279200.0,0.3055077452667814
-118.04,33.84,21.0,6623.0,1204.0,3193,1129,5,256000.0,0.35358596930786096
-118.04,33.83,20.0,1488.0,312.0,972,283,4,201900.0,0.2911522633744856
-118.04,33.83,19.0,4526.0,830.0,2318,748,5,320700.0,0.32269197584124243
-118.04,33.82,26.0,4105.0,637.0,2072,648,6,273900.0,0.3127413127413127
-118.04,33.81,27.0,2990.0,515.0,1849,497,6,216100.0,0.2687939426717144
-118.04,33.81,22.0,4057.0,624.0,2204,643,6,241000.0,0.29174228675136116
-118.04,33.78,26.0,3642.0,557.0,1623,569,6,259400.0,0.35058533579790513
-118.04,33.78,25.0,3715.0,575.0,1640,572,6,247100.0,0.348780487804878
-118.04,33.76,25.0,4061.0,545.0,1623,527,7,294900.0,0.32470733210104746
-118.04,33.76,16.0,2070.0,263.0,878,297,7,338800.0,0.33826879271070615
-118.04,33.75,16.0,3757.0,650.0,1291,614,5,235600.0,0.4756003098373354
-118.04,33.74,26.0,2532.0,421.0,1274,441,5,235800.0,0.34615384615384615
-118.04,33.72,15.0,1836.0,490.0,942,477,4,182500.0,0.5063694267515924
-118.04,33.72,14.0,4494.0,1048.0,2222,963,5,169400.0,0.43339333933393337
-118.04,33.71,12.0,4014.0,868.0,1605,769,6,396900.0,0.47912772585669783
-118.05,36.64,34.0,2090.0,478.0,896,426,2,74200.0,0.47544642857142855
-118.05,34.17,45.0,2535.0,455.0,1036,437,5,388900.0,0.4218146718146718
-118.05,34.16,36.0,3908.0,732.0,1688,725,5,376800.0,0.42950236966824645
-118.05,34.15,32.0,5131.0,665.0,1877,622,8,500001.0,0.33137986148108683
-118.05,34.13,23.0,3264.0,729.0,1475,668,4,218300.0,0.4528813559322034
-118.05,34.12,20.0,5218.0,959.0,2302,850,4,476700.0,0.369244135534318
-118.05,34.11,48.0,1410.0,304.0,677,274,3,272400.0,0.40472673559822747
-118.05,34.1,42.0,2065.0,404.0,1313,402,4,274300.0,0.30616907844630614
-118.05,34.1,30.0,2143.0,427.0,1107,416,4,252200.0,0.3757904245709124
-118.05,34.09,23.0,602.0,135.0,409,123,4,146400.0,0.30073349633251834
-118.05,34.08,34.0,572.0,154.0,752,182,2,138800.0,0.24202127659574468
-118.05,34.08,30.0,1572.0,427.0,1857,428,2,159200.0,0.23047926763597198
-118.05,34.08,25.0,4909.0,1422.0,4983,1293,3,143500.0,0.25948223961468997
-118.05,34.07,32.0,4492.0,1075.0,4119,1035,3,183100.0,0.25127458120903134
-118.05,34.06,45.0,531.0,164.0,722,166,2,162500.0,0.2299168975069252
-118.05,34.06,32.0,2286.0,654.0,2991,655,2,174500.0,0.21899030424607155
-118.05,34.06,25.0,1022.0,291.0,1570,297,3,142000.0,0.189171974522293
-118.05,34.05,36.0,1084.0,202.0,920,199,4,162200.0,0.21630434782608696
-118.05,34.04,33.0,1348.0,260.0,1098,257,4,161200.0,0.23406193078324225
-118.05,34.02,31.0,40.0,8.0,25,7,2,375000.0,0.28
-118.05,33.99,42.0,2480.0,401.0,1085,438,5,263400.0,0.40368663594470044
-118.05,33.99,38.0,1619.0,379.0,886,357,4,182400.0,0.40293453724604966
-118.05,33.98,41.0,1694.0,413.0,1222,387,3,155300.0,0.31669394435351883
-118.05,33.98,41.0,1406.0,428.0,1174,390,2,137500.0,0.3321976149914821
-118.05,33.98,34.0,2142.0,390.0,1305,406,4,172800.0,0.3111111111111111
-118.05,33.97,36.0,2854.0,688.0,2816,673,4,154000.0,0.23899147727272727
-118.05,33.96,37.0,2622.0,652.0,2778,644,3,160300.0,0.2318214542836573
-118.05,33.94,34.0,495.0,120.0,527,130,2,149000.0,0.24667931688804554
-118.05,33.93,35.0,2107.0,480.0,2241,443,3,150000.0,0.19767960731816153
-118.05,33.92,33.0,1999.0,470.0,2170,466,3,154700.0,0.21474654377880184
-118.05,33.87,18.0,4928.0,773.0,2952,754,6,313800.0,0.255420054200542
-118.05,33.86,16.0,2851.0,626.0,1985,603,5,265600.0,0.30377833753148614
-118.05,33.86,16.0,2676.0,391.0,1377,395,7,350400.0,0.28685548293391433
-118.05,33.85,25.0,2856.0,388.0,1212,362,6,313100.0,0.2986798679867987
-118.05,33.83,24.0,4316.0,678.0,2286,665,6,286700.0,0.2909011373578303
-118.05,33.82,25.0,1548.0,279.0,732,265,5,159600.0,0.3620218579234973
-118.05,33.82,21.0,2997.0,372.0,1323,372,9,386700.0,0.2811791383219955
-118.05,33.81,26.0,2523.0,437.0,1377,450,5,234600.0,0.32679738562091504
-118.05,33.79,19.0,1863.0,355.0,1260,317,3,277400.0,0.2515873015873016
-118.05,33.78,25.0,3112.0,435.0,1098,401,6,353500.0,0.3652094717668488
-118.05,33.78,18.0,3414.0,434.0,1272,454,9,390900.0,0.35691823899371067
-118.05,33.73,25.0,2472.0,450.0,1301,467,5,266100.0,0.35895465026902384
-118.05,33.72,17.0,1875.0,472.0,900,406,5,226100.0,0.45111111111111113
-118.05,33.72,14.0,2673.0,687.0,1192,656,4,188900.0,0.5503355704697986
-118.05,33.71,25.0,4150.0,570.0,1424,547,9,461600.0,0.38412921348314605
-118.05,33.65,5.0,7017.0,935.0,2427,867,10,477700.0,0.3572311495673671
-118.06,35.68,15.0,1962.0,403.0,730,321,2,67500.0,0.4397260273972603
-118.06,34.71,14.0,2606.0,514.0,1228,512,3,150000.0,0.4169381107491857
-118.06,34.17,38.0,2726.0,398.0,1059,380,7,410400.0,0.3588290840415486
-118.06,34.16,46.0,1467.0,298.0,816,267,4,286500.0,0.3272058823529412
-118.06,34.16,34.0,2297.0,419.0,909,412,5,362500.0,0.45324532453245325
-118.06,34.14,42.0,2461.0,379.0,1179,360,7,437300.0,0.3053435114503817
-118.06,34.14,40.0,2662.0,379.0,1151,387,8,500001.0,0.3362293657688966
-118.06,34.13,40.0,4307.0,918.0,1769,845,4,391500.0,0.4776710005652911
-118.06,34.13,28.0,12139.0,2873.0,5359,2731,3,227300.0,0.5096100018660198
-118.06,34.12,25.0,3891.0,848.0,1848,759,4,248100.0,0.4107142857142857
-118.06,34.11,39.0,2603.0,547.0,1196,487,3,248700.0,0.407190635451505
-118.06,34.1,43.0,1833.0,355.0,786,334,4,256700.0,0.42493638676844786
-118.06,34.1,42.0,1576.0,313.0,697,282,4,283600.0,0.40459110473457677
-118.06,34.1,38.0,3229.0,636.0,1599,609,4,257100.0,0.3808630393996248
-118.06,34.1,38.0,2438.0,442.0,1308,461,4,260100.0,0.35244648318042815
-118.06,34.1,38.0,1960.0,330.0,874,308,5,265900.0,0.3524027459954233
-118.06,34.09,40.0,1975.0,389.0,1116,378,4,251600.0,0.3387096774193548
-118.06,34.09,38.0,2036.0,388.0,1096,371,4,262500.0,0.3385036496350365
-118.06,34.09,36.0,1239.0,238.0,717,237,3,258100.0,0.3305439330543933
-118.06,34.08,37.0,778.0,205.0,850,198,3,180500.0,0.23294117647058823
-118.06,34.08,34.0,1197.0,260.0,942,245,3,189100.0,0.26008492569002123
-118.06,34.07,30.0,2308.0,674.0,3034,691,2,184400.0,0.22775214238628871
-118.06,34.06,28.0,2127.0,625.0,3160,620,3,173900.0,0.1962025316455696
-118.06,34.06,28.0,1778.0,605.0,2184,574,2,165900.0,0.26282051282051283
-118.06,34.04,28.0,1516.0,363.0,1011,344,3,160300.0,0.34025717111770526
-118.06,34.02,25.0,3548.0,639.0,2653,664,5,188800.0,0.2502826988315115
-118.06,34.01,34.0,1962.0,396.0,1488,332,4,155100.0,0.22311827956989247
-118.06,33.99,47.0,1588.0,309.0,827,292,4,166100.0,0.35308343409915355
-118.06,33.99,46.0,1203.0,219.0,637,211,3,174400.0,0.33124018838304553
-118.06,33.99,45.0,1471.0,255.0,670,250,5,188000.0,0.373134328358209
-118.06,33.99,38.0,862.0,178.0,484,176,4,186200.0,0.36363636363636365
-118.06,33.98,50.0,1146.0,238.0,579,213,3,172600.0,0.36787564766839376
-118.06,33.98,42.0,1342.0,243.0,615,208,5,186900.0,0.3382113821138211
-118.06,33.98,40.0,1723.0,370.0,1221,370,3,169200.0,0.30303030303030304
-118.06,33.98,40.0,1410.0,255.0,932,273,4,178000.0,0.2929184549356223
-118.06,33.98,38.0,1862.0,319.0,975,305,5,177600.0,0.3128205128205128
-118.06,33.97,39.0,1639.0,300.0,988,309,4,175800.0,0.31275303643724695
-118.06,33.97,37.0,1645.0,308.0,1077,320,4,159200.0,0.2971216341689879
-118.06,33.91,36.0,1360.0,271.0,909,275,5,173300.0,0.3025302530253025
-118.06,33.91,24.0,4880.0,1044.0,4516,1050,4,157700.0,0.2325066430469442
-118.06,33.9,37.0,1161.0,254.0,882,236,4,158000.0,0.2675736961451247
-118.06,33.89,26.0,2483.0,412.0,1538,449,5,220500.0,0.2919375812743823
-118.06,33.88,17.0,7187.0,1073.0,3844,1068,7,337400.0,0.2778355879292404
-118.06,33.86,16.0,5603.0,938.0,3045,893,5,293700.0,0.29326765188834153
-118.06,33.85,16.0,4851.0,726.0,2527,704,6,437400.0,0.2785912148793035
-118.06,33.84,26.0,6960.0,1454.0,4367,1437,5,210900.0,0.32905885046942984
-118.06,33.84,20.0,5643.0,1231.0,3841,1195,4,168400.0,0.3111168966414996
-118.06,33.83,21.0,3941.0,655.0,1897,670,5,343900.0,0.35318924617817604
-118.06,33.83,17.0,1973.0,516.0,1112,501,4,163800.0,0.4505395683453237
-118.06,33.82,24.0,3983.0,675.0,1568,638,5,213400.0,0.40688775510204084
-118.06,33.81,25.0,3497.0,513.0,1839,544,5,263000.0,0.29581294181620443
-118.06,33.8,21.0,2196.0,504.0,1215,477,5,196900.0,0.3925925925925926
-118.06,33.8,20.0,1379.0,333.0,937,304,4,195300.0,0.3244397011739594
-118.06,33.78,22.0,4048.0,562.0,1637,541,7,355600.0,0.3304825901038485
-118.06,33.73,16.0,4392.0,602.0,1490,578,11,500001.0,0.38791946308724834
-118.06,33.72,22.0,4311.0,531.0,1426,533,10,500001.0,0.3737727910238429
-118.06,33.72,17.0,4573.0,937.0,1619,796,6,500001.0,0.4916615194564546
-118.06,33.72,14.0,2665.0,331.0,964,319,15,500001.0,0.3309128630705394
-118.07,34.58,34.0,3416.0,601.0,1929,567,4,107400.0,0.2939346811819596
-118.07,34.56,5.0,10264.0,1821.0,5871,1790,4,145500.0,0.30488843467893034
-118.07,34.51,14.0,2798.0,459.0,1236,404,5,239900.0,0.3268608414239482
-118.07,34.17,36.0,2415.0,394.0,1215,413,6,326100.0,0.339917695473251
-118.07,34.17,35.0,2142.0,373.0,986,374,6,326000.0,0.3793103448275862
-118.07,34.16,39.0,1804.0,265.0,730,276,6,397500.0,0.3780821917808219
-118.07,34.16,35.0,3585.0,671.0,1401,623,4,330000.0,0.4446823697359029
-118.07,34.15,45.0,1095.0,237.0,672,234,3,209200.0,0.3482142857142857
-118.07,34.14,42.0,3200.0,685.0,1668,628,3,260400.0,0.3764988009592326
-118.07,34.13,27.0,3787.0,913.0,1992,853,3,251200.0,0.4282128514056225
-118.07,34.12,43.0,1554.0,287.0,802,277,4,272600.0,0.34538653366583544
-118.07,34.12,30.0,2201.0,559.0,1194,531,4,279900.0,0.44472361809045224
-118.07,34.11,47.0,832.0,194.0,419,156,3,225000.0,0.3723150357995227
-118.07,34.11,41.0,2869.0,563.0,1627,533,5,270700.0,0.3275968039336202
-118.07,34.1,34.0,2253.0,522.0,1262,511,3,259800.0,0.40491283676703643
-118.07,34.1,32.0,4275.0,1061.0,2812,1012,3,214100.0,0.35988620199146515
-118.07,34.1,28.0,676.0,177.0,543,185,3,187500.0,0.3406998158379374
-118.07,34.09,33.0,2178.0,445.0,1153,400,4,212000.0,0.3469210754553339
-118.07,34.08,38.0,2462.0,553.0,1843,538,3,211900.0,0.2919153553988063
-118.07,34.07,31.0,1370.0,284.0,1062,277,4,199300.0,0.2608286252354049
-118.07,34.07,19.0,1554.0,393.0,1427,370,3,207100.0,0.2592852137351086
-118.07,34.06,34.0,2873.0,718.0,2758,699,3,168600.0,0.2534445250181291
-118.07,34.01,38.0,2245.0,444.0,1540,419,4,171000.0,0.2720779220779221
-118.07,34.01,36.0,1391.0,283.0,1025,275,3,176800.0,0.2682926829268293
-118.07,34.0,42.0,1392.0,351.0,1471,348,3,143800.0,0.23657375934738273
-118.07,34.0,37.0,2976.0,636.0,2117,598,4,167300.0,0.28247520075578647
-118.07,33.99,41.0,1204.0,252.0,1002,248,3,163300.0,0.24750499001996007
-118.07,33.99,39.0,552.0,151.0,807,168,3,153300.0,0.20817843866171004
-118.07,33.99,35.0,1625.0,302.0,1134,288,5,164900.0,0.25396825396825395
-118.07,33.98,41.0,1478.0,273.0,916,281,4,169800.0,0.3067685589519651
-118.07,33.98,32.0,3304.0,714.0,2032,690,3,167800.0,0.3395669291338583
-118.07,33.97,36.0,1887.0,370.0,1006,329,3,170700.0,0.32703777335984097
-118.07,33.97,32.0,3400.0,826.0,3017,793,2,155600.0,0.26284388465362946
-118.07,33.96,30.0,928.0,230.0,913,214,3,147100.0,0.2343921139101862
-118.07,33.91,35.0,2228.0,463.0,1558,427,4,157700.0,0.2740693196405648
-118.07,33.9,45.0,1776.0,353.0,1180,337,5,169200.0,0.28559322033898304
-118.07,33.9,42.0,1007.0,224.0,776,228,4,162700.0,0.29381443298969073
-118.07,33.9,39.0,2502.0,546.0,1849,518,4,164100.0,0.280151433207139
-118.07,33.89,35.0,1145.0,274.0,1651,265,3,120300.0,0.16050878255602666
-118.07,33.89,32.0,1819.0,386.0,1679,360,4,146000.0,0.2144133412745682
-118.07,33.89,29.0,1138.0,217.0,964,222,5,185300.0,0.23029045643153526
-118.07,33.89,17.0,2223.0,544.0,2008,512,3,160800.0,0.2549800796812749
-118.07,33.88,18.0,2436.0,375.0,1303,386,6,344700.0,0.29623944742901
-118.07,33.88,17.0,2407.0,539.0,1422,524,4,139700.0,0.36849507735583686
-118.07,33.88,16.0,4934.0,825.0,2668,810,6,284200.0,0.30359820089955025
-118.07,33.87,28.0,2399.0,436.0,1613,429,4,220100.0,0.26596404215747055
-118.07,33.87,18.0,3405.0,556.0,1945,509,6,299100.0,0.2616966580976864
-118.07,33.86,31.0,2943.0,518.0,1703,472,4,225900.0,0.27715795654726955
-118.07,33.86,28.0,1789.0,352.0,1347,330,3,189700.0,0.24498886414253898
-118.07,33.85,16.0,3771.0,606.0,2196,564,7,319700.0,0.2568306010928962
-118.07,33.83,17.0,4822.0,1168.0,3868,1117,3,142900.0,0.2887797311271975
-118.07,33.82,27.0,3481.0,576.0,1660,560,6,228200.0,0.3373493975903614
-118.07,33.81,22.0,2711.0,352.0,1305,368,9,398800.0,0.281992337164751
-118.07,33.8,22.0,1391.0,338.0,810,295,4,218200.0,0.36419753086419754
-118.07,33.79,26.0,4422.0,624.0,1936,625,6,320700.0,0.3228305785123967
-118.07,33.73,13.0,1822.0,313.0,643,303,10,401700.0,0.4712286158631415
-118.07,33.72,32.0,1179.0,250.0,369,209,5,500001.0,0.5663956639566395
-118.07,33.72,24.0,1240.0,296.0,513,254,5,485000.0,0.4951267056530214
-118.07,33.67,13.0,5126.0,711.0,2429,718,10,437900.0,0.29559489501852615
-118.08,34.58,12.0,3851.0,857.0,2169,811,3,116300.0,0.3739050253573075
-118.08,34.56,14.0,5144.0,887.0,2846,824,5,137200.0,0.28952916373858045
-118.08,34.16,42.0,3490.0,665.0,1713,620,5,242400.0,0.3619381202568593
-118.08,34.15,28.0,238.0,58.0,142,31,0,500001.0,0.21830985915492956
-118.08,34.14,52.0,1282.0,189.0,431,187,6,470800.0,0.43387470997679817
-118.08,34.14,42.0,2690.0,589.0,1149,535,4,281100.0,0.4656222802436902
-118.08,34.13,46.0,1238.0,147.0,377,145,8,500001.0,0.38461538461538464
-118.08,34.13,39.0,788.0,128.0,413,139,6,396700.0,0.3365617433414044
-118.08,34.13,35.0,1897.0,279.0,733,291,7,500001.0,0.3969986357435198
-118.08,34.13,28.0,4465.0,985.0,2273,949,4,228500.0,0.41750989881214257
-118.08,34.12,41.0,1598.0,280.0,807,282,6,325000.0,0.34944237918215615
-118.08,34.12,34.0,2921.0,641.0,1541,562,4,264100.0,0.3646982478909799
-118.08,34.12,27.0,1685.0,341.0,757,317,4,270500.0,0.4187582562747688
-118.08,34.11,42.0,2628.0,525.0,1494,523,4,257200.0,0.3500669344042838
-118.08,34.11,42.0,1969.0,353.0,927,354,6,285300.0,0.3818770226537217
-118.08,34.1,36.0,2679.0,548.0,1605,533,4,213200.0,0.3320872274143302
-118.08,34.1,32.0,2830.0,645.0,1500,527,3,214600.0,0.35133333333333333
-118.08,34.09,34.0,1823.0,457.0,1485,401,4,207200.0,0.27003367003367
-118.08,34.09,33.0,2557.0,578.0,1715,530,3,208800.0,0.30903790087463556
-118.08,34.09,32.0,3214.0,718.0,2316,751,4,206800.0,0.32426597582037997
-118.08,34.08,43.0,1716.0,402.0,1343,386,3,211400.0,0.2874162323157111
-118.08,34.04,20.0,5841.0,1146.0,3273,1131,5,185100.0,0.34555453712190654
-118.08,34.02,14.0,3789.0,810.0,2551,793,3,144200.0,0.31085848686789497
-118.08,34.01,36.0,1248.0,322.0,1282,326,3,147600.0,0.2542901716068643
-118.08,34.01,34.0,1914.0,549.0,2122,529,3,150200.0,0.24929311969839774
-118.08,34.01,33.0,1091.0,233.0,890,226,3,176400.0,0.2539325842696629
-118.08,34.01,32.0,1973.0,401.0,1322,386,3,158100.0,0.291981845688351
-118.08,34.0,35.0,1188.0,342.0,1373,332,3,150900.0,0.24180626365622723
-118.08,33.99,38.0,1683.0,328.0,1369,339,4,170700.0,0.24762600438276114
-118.08,33.99,37.0,1419.0,310.0,1125,296,2,162000.0,0.26311111111111113
-118.08,33.99,36.0,2024.0,590.0,2028,573,3,163900.0,0.28254437869822485
-118.08,33.98,39.0,1042.0,221.0,863,228,4,157800.0,0.2641946697566628
-118.08,33.98,36.0,1492.0,282.0,1041,270,4,165800.0,0.25936599423631124
-118.08,33.97,38.0,1026.0,190.0,789,193,4,163200.0,0.24461343472750316
-118.08,33.97,36.0,1678.0,323.0,1380,352,4,163300.0,0.25507246376811593
-118.08,33.97,36.0,1620.0,298.0,1258,309,4,166700.0,0.24562798092209856
-118.08,33.97,35.0,825.0,155.0,590,144,5,161200.0,0.2440677966101695
-118.08,33.96,35.0,2104.0,399.0,1659,387,4,165000.0,0.2332730560578662
-118.08,33.96,34.0,1431.0,310.0,1162,288,4,165400.0,0.24784853700516352
-118.08,33.95,37.0,1743.0,348.0,1328,354,3,162800.0,0.26656626506024095
-118.08,33.94,21.0,3933.0,949.0,2219,820,2,171400.0,0.36953582694907616
-118.08,33.93,39.0,859.0,164.0,673,172,4,158200.0,0.2555720653789004
-118.08,33.93,39.0,1478.0,324.0,1127,320,4,158000.0,0.2839396628216504
-118.08,33.93,34.0,1558.0,375.0,1179,337,3,165100.0,0.2858354537743851
-118.08,33.93,33.0,2263.0,511.0,1626,457,4,172800.0,0.2810578105781058
-118.08,33.92,39.0,1631.0,322.0,1034,328,5,165700.0,0.31721470019342357
-118.08,33.92,34.0,2118.0,437.0,1414,442,4,166800.0,0.3125884016973126
-118.08,33.91,36.0,1551.0,297.0,1100,322,5,168100.0,0.2927272727272727
-118.08,33.91,30.0,3259.0,942.0,2744,895,3,165600.0,0.3261661807580175
-118.08,33.91,30.0,1366.0,460.0,920,410,1,159900.0,0.44565217391304346
-118.08,33.91,18.0,1573.0,396.0,1200,365,3,146900.0,0.30416666666666664
-118.08,33.9,44.0,1167.0,237.0,733,237,4,168300.0,0.32332878581173263
-118.08,33.9,42.0,1768.0,372.0,1155,368,4,161100.0,0.31861471861471863
-118.08,33.89,41.0,834.0,166.0,603,179,4,167500.0,0.296849087893864
-118.08,33.89,37.0,1152.0,259.0,981,225,3,153600.0,0.22935779816513763
-118.08,33.89,35.0,1071.0,290.0,1412,274,3,114900.0,0.19405099150141644
-118.08,33.89,33.0,2131.0,435.0,2045,426,4,145700.0,0.20831295843520783
-118.08,33.89,28.0,1035.0,275.0,1545,269,3,123400.0,0.17411003236245956
-118.08,33.88,30.0,1901.0,519.0,2685,496,3,120100.0,0.18472998137802607
-118.08,33.88,27.0,3065.0,736.0,1840,719,4,208100.0,0.3907608695652174
-118.08,33.87,23.0,2536.0,552.0,2012,556,4,200800.0,0.27634194831013914
-118.08,33.86,29.0,3260.0,783.0,1969,737,4,215500.0,0.3743016759776536
-118.08,33.86,29.0,1018.0,235.0,684,248,3,198800.0,0.36257309941520466
-118.08,33.86,26.0,778.0,173.0,539,186,3,236500.0,0.3450834879406308
-118.08,33.86,17.0,2259.0,383.0,1378,386,6,287000.0,0.28011611030478956
-118.08,33.85,22.0,1055.0,204.0,682,216,6,191300.0,0.31671554252199413
-118.08,33.85,19.0,4261.0,678.0,2621,661,6,288700.0,0.25219381915299505
-118.08,33.84,31.0,2906.0,578.0,1806,553,5,194600.0,0.3062015503875969
-118.08,33.84,31.0,2377.0,600.0,2042,593,4,170400.0,0.29040156709108716
-118.08,33.84,25.0,3696.0,953.0,2827,860,3,153300.0,0.304209409267775
-118.08,33.83,30.0,2188.0,556.0,2727,525,3,136800.0,0.1925192519251925
-118.08,33.82,30.0,2636.0,652.0,3412,649,3,118300.0,0.19021101992966002
-118.08,33.81,20.0,6295.0,937.0,2292,874,8,402500.0,0.38132635253054104
-118.08,33.8,29.0,3675.0,613.0,1457,591,6,369400.0,0.4056280027453672
-118.08,33.78,30.0,2879.0,403.0,1109,414,7,364700.0,0.37330928764652843
-118.08,33.78,25.0,5321.0,967.0,1969,903,5,340100.0,0.4586084306754698
-118.08,33.77,26.0,3083.0,806.0,960,723,2,68500.0,0.753125
-118.08,33.77,26.0,2013.0,551.0,664,510,2,67500.0,0.7680722891566265
-118.08,33.76,27.0,529.0,159.0,193,155,2,71300.0,0.8031088082901554
-118.08,33.76,26.0,996.0,364.0,366,313,1,46700.0,0.855191256830601
-118.08,33.76,26.0,1967.0,577.0,692,538,2,54300.0,0.7774566473988439
-118.08,33.76,25.0,1995.0,637.0,743,597,1,46900.0,0.8034993270524899
-118.08,33.72,14.0,2021.0,396.0,696,367,7,340700.0,0.5272988505747126
-118.09,34.74,34.0,1218.0,285.0,797,248,2,104800.0,0.3111668757841907
-118.09,34.7,6.0,4558.0,804.0,1543,563,3,138500.0,0.3648736228127025
-118.09,34.68,4.0,23386.0,4171.0,10493,3671,4,144000.0,0.34985228247403033
-118.09,34.63,31.0,1537.0,416.0,1239,397,2,99200.0,0.32041969330104925
-118.09,34.57,4.0,9761.0,1683.0,4970,1535,5,142900.0,0.30885311871227367
-118.09,34.18,34.0,3113.0,409.0,1139,418,10,500001.0,0.3669885864793679
-118.09,34.17,36.0,2875.0,552.0,1131,458,4,269300.0,0.40495137046861185
-118.09,34.16,45.0,2199.0,358.0,942,353,5,321100.0,0.3747346072186836
-118.09,34.15,49.0,1467.0,259.0,688,260,4,260100.0,0.37790697674418605
-118.09,34.15,46.0,271.0,74.0,150,55,2,237500.0,0.36666666666666664
-118.09,34.15,45.0,1345.0,356.0,749,327,3,210900.0,0.43658210947930576
-118.09,34.14,40.0,3092.0,549.0,1457,536,5,373800.0,0.3678792038435141
-118.09,34.12,45.0,2966.0,415.0,1231,409,8,500001.0,0.3322502030869212
-118.09,34.12,38.0,2638.0,432.0,1284,433,5,342700.0,0.3372274143302181
-118.09,34.11,45.0,1883.0,275.0,764,289,7,414800.0,0.3782722513089005
-118.09,34.11,36.0,2966.0,527.0,1231,482,5,316800.0,0.3915515840779854
-118.09,34.1,40.0,1904.0,393.0,1183,364,4,210400.0,0.3076923076923077
-118.09,34.1,27.0,6010.0,1532.0,3620,1445,3,201700.0,0.39917127071823205
-118.09,34.09,40.0,855.0,208.0,745,222,3,224000.0,0.2979865771812081
-118.09,34.09,36.0,1068.0,246.0,949,250,2,188500.0,0.26343519494204426
-118.09,34.08,42.0,1003.0,236.0,769,231,3,218300.0,0.30039011703511054
-118.09,34.08,34.0,1513.0,384.0,986,336,3,235600.0,0.3407707910750507
-118.09,34.08,33.0,1430.0,344.0,1165,328,3,206000.0,0.2815450643776824
-118.09,34.07,45.0,593.0,133.0,481,128,3,199300.0,0.2661122661122661
-118.09,34.07,38.0,1036.0,226.0,1058,235,3,184200.0,0.222117202268431
-118.09,34.07,31.0,1054.0,252.0,1032,258,2,188500.0,0.25
-118.09,34.07,26.0,794.0,182.0,709,170,3,170800.0,0.2397743300423131
-118.09,34.06,38.0,3230.0,840.0,3485,827,3,171600.0,0.23730272596843616
-118.09,34.06,31.0,1146.0,289.0,1163,258,2,185600.0,0.22184006878761822
-118.09,34.05,22.0,1764.0,357.0,1379,363,4,199000.0,0.2632342277012328
-118.09,34.04,24.0,1543.0,257.0,824,271,6,272600.0,0.3288834951456311
-118.09,34.04,18.0,5580.0,1369.0,3842,1276,4,168500.0,0.3321186881832379
-118.09,34.02,33.0,4853.0,1105.0,2855,1006,3,208600.0,0.35236427320490366
-118.09,34.02,28.0,1984.0,313.0,1099,343,5,250200.0,0.31210191082802546
-118.09,34.01,42.0,897.0,229.0,1094,238,2,114100.0,0.21755027422303475
-118.09,34.01,36.0,1465.0,363.0,1538,342,4,150600.0,0.2223667100130039
-118.09,34.01,31.0,1108.0,238.0,1151,229,4,149500.0,0.1989574283231972
-118.09,34.0,36.0,1722.0,353.0,1174,335,3,160600.0,0.28534923339011925
-118.09,34.0,35.0,1580.0,331.0,1290,338,4,162500.0,0.262015503875969
-118.09,33.99,34.0,1369.0,270.0,1005,272,4,172600.0,0.27064676616915423
-118.09,33.98,39.0,936.0,194.0,691,211,4,169500.0,0.3053545586107091
-118.09,33.98,37.0,1226.0,255.0,1068,271,3,172200.0,0.25374531835205993
-118.09,33.97,39.0,1473.0,297.0,1108,294,4,166000.0,0.26534296028880866
-118.09,33.97,35.0,2664.0,541.0,2033,491,4,164300.0,0.24151500245941956
-118.09,33.96,36.0,3271.0,603.0,2593,616,3,169700.0,0.2375626687234863
-118.09,33.96,36.0,1116.0,229.0,719,233,3,163200.0,0.3240611961057024
-118.09,33.96,20.0,1911.0,472.0,1407,465,3,163000.0,0.3304904051172708
-118.09,33.95,36.0,1991.0,396.0,1306,403,4,166600.0,0.30857580398162326
-118.09,33.95,32.0,1083.0,206.0,737,218,4,170800.0,0.29579375848032563
-118.09,33.94,36.0,2762.0,472.0,1576,493,4,183400.0,0.31281725888324874
-118.09,33.94,33.0,1976.0,404.0,1379,395,4,175400.0,0.2864394488759971
-118.09,33.93,37.0,1950.0,356.0,1183,338,4,175300.0,0.2857142857142857
-118.09,33.93,36.0,1585.0,323.0,1205,343,5,183400.0,0.2846473029045643
-118.09,33.92,36.0,2381.0,419.0,1669,444,5,171100.0,0.2660275614140204
-118.09,33.92,36.0,1226.0,211.0,711,219,5,170800.0,0.3080168776371308
-118.09,33.92,35.0,1994.0,419.0,1491,428,4,166200.0,0.2870556673373575
-118.09,33.92,33.0,879.0,181.0,547,169,5,168600.0,0.30895795246800734
-118.09,33.92,31.0,1983.0,419.0,1157,390,4,168300.0,0.33707865168539325
-118.09,33.91,36.0,1442.0,271.0,990,268,4,162200.0,0.27070707070707073
-118.09,33.91,34.0,1582.0,343.0,1356,324,3,141100.0,0.23893805309734514
-118.09,33.91,14.0,2369.0,604.0,1546,464,4,159400.0,0.3001293661060802
